Algorithm,Silhouette Score,Calinski-Harabasz Score,Davies-Bouldin Score
KMeans,0.5111448110613774,2119.106402161872,0.6648497526967796
AgglomerativeClustering,0.4747186048481118,1849.1345780970755,0.6961986034964819
DBSCAN,0.39764353567502164,669.583230956081,1.8886500571288394
