Algorithm,Silhouette Score,Calinski-Harabasz Score,Davies-Bouldin Score
KMeans,0.7034860634840149,5615.266851591971,0.412197346084185
AgglomerativeClustering,0.7034860634840149,5615.266851591971,0.412197346084185
DBSCAN,0.7034860634840149,5615.266851591971,0.41219734608418507
